vel_sound,rho,alpha,mach,rpm,cp,ct,flap
336.189,1.0874425,7.817,0.243195,4811.75,8.0885,2.6195,11.7345
343.929,1.1556625,14.717,0.019455,3633.25,2.9495,2.2985,2.9655
332.015,1.0408225,4.947,0.126735,3266.25,4.7345,7.7685,5.3145
342.547,1.1629975,7.763,0.201165,140.75,2.6395,0.6015,3.1305
334.441,0.9929875,8.189,0.232845,2210.75,1.7595,2.5615,4.9185
336.181,0.8643775,16.733,0.102105,3648.25,1.4395,9.8595,25.4775
339.635,1.2427825,11.937,0.103965,4489.75,5.7305,2.1045,3.6705
326.901,1.0279075,14.679,0.277125,2341.25,0.2015,2.7205,2.1285
329.351,0.9969475,8.481,0.110865,4873.25,1.8905,2.9955,23.5815
340.043,1.1937325,6.023,0.027015,413.75,9.8255,7.6325,23.3685
344.463,0.9929425,14.093,0.016995,2809.75,2.2435,1.9745,21.9735
344.301,1.1644825,17.075,0.269745,3569.25,2.2295,0.2395,9.6255
332.411,1.1694325,16.721,0.252855,1116.25,5.1215,2.6015,5.5215
326.557,1.0885225,6.999,0.222945,94.75,0.6365,0.1705,21.7065
330.951,1.0421725,5.007,0.228255,2656.25,2.8115,7.2715,19.1505
325.823,1.1571025,18.487,0.099375,596.75,3.7775,8.6005,19.2315
337.653,0.8592025,13.171,0.052515,613.25,8.1135,1.5595,1.3035
344.307,0.9816025,17.419,0.268935,4441.75,8.5835,4.6575,26.5005
335.551,1.0617025,17.565,0.286785,471.25,8.1075,8.6765,23.6745
335.207,1.0854625,7.261,0.173895,4264.75,8.8095,2.7955,2.7555
342.731,0.8520025,12.275,0.091905,1749.25,2.9775,9.2485,9.5055
342.369,0.9273325,12.949,0.190005,1141.75,6.6845,9.5565,8.0685
332.815,1.1507125,9.729,0.297225,4477.75,1.3145,1.7295,18.6105
340.173,1.2277975,18.431,0.115305,4734.75,8.7115,4.5805,8.4165
329.455,1.1855875,14.883,0.163215,1084.75,1.4735,0.3165,4.3185
335.785,0.9686875,6.491,0.083205,3613.75,0.7995,3.5485,27.8205
334.451,0.9149125,15.473,0.093555,4915.75,0.6385,8.5855,7.5675
333.323,0.8818825,16.213,0.229845,2023.75,6.0005,8.9265,5.7885
335.887,1.2223525,6.559,0.028635,2552.25,9.1075,1.2695,2.1465
336.829,1.2249625,5.045,0.116625,3092.75,4.1635,0.3915,1.5615
337.371,1.2642925,15.121,0.284505,1443.25,7.3235,0.1205,20.3535
340.829,1.2453475,8.247,0.296715,281.25,9.8125,6.6145,11.3505
334.371,1.2161425,5.263,0.290535,2404.75,8.2665,1.0435,26.4345
338.305,1.1953975,1.583,0.120135,983.75,7.7435,2.2135,8.4255
334.569,1.2393175,10.781,0.289635,2266.25,5.5335,1.9295,12.7215
333.031,1.0831675,0.243,0.298665,3353.25,7.6205,9.8095,10.4985
333.227,1.1947225,6.075,0.010005,1464.75,3.0695,2.0975,14.1345
338.921,0.9410125,2.501,0.133275,2066.25,1.9535,5.4125,25.3545
326.497,0.9456925,9.627,0.035235,311.25,9.8585,7.0855,19.3815
341.167,0.9103675,3.585,0.117135,4443.25,8.9625,7.1495,29.3565
343.505,1.1517925,2.171,0.184185,4357.75,3.6605,6.6045,23.6505
334.957,1.1678125,7.775,0.002325,4639.75,5.5285,2.2185,21.9315
331.353,0.8974075,4.291,0.210165,311.75,4.3735,9.6155,26.6565
340.445,1.1715025,19.087,0.213405,4351.75,6.8035,7.2155,27.2265
327.791,1.2414775,8.529,0.036945,4340.75,8.3935,1.0195,15.9945
334.241,1.1493625,0.235,0.232335,2545.75,2.0935,8.8505,12.7605
334.867,0.8518225,10.583,0.016185,2351.75,9.3265,4.2815,18.5535
341.603,1.0852375,14.685,0.016515,2257.25,9.0725,6.7345,26.9895
339.035,1.2530425,10.559,0.236625,4021.75,6.7545,8.5985,3.2895
326.685,1.2141175,19.775,0.298125,727.25,4.2625,0.3815,4.3275
330.695,0.9303025,2.893,0.153825,3998.75,5.0125,6.6165,26.9805
337.227,0.9304825,0.997,0.129855,247.25,3.5755,8.2315,20.1375
332.819,1.1870725,11.071,0.139425,1367.25,3.4665,3.6605,7.5465
338.035,0.8957875,2.419,0.121425,2400.75,3.6075,1.2625,10.2495
332.261,0.8538025,11.163,0.286995,3662.25,6.1075,2.0095,16.3335
339.619,1.2781525,14.283,0.174585,894.25,9.4545,6.1965,6.4155
327.775,1.1130025,10.999,0.080325,2856.75,8.7485,5.5895,12.2565
333.663,1.1883775,9.847,0.153585,1501.75,7.2555,3.9595,16.7835
340.153,1.1907175,3.273,0.139575,4400.75,1.9005,3.4205,22.9035
327.813,1.0303375,0.377,0.148425,4542.75,3.2295,6.1855,10.5315
326.593,1.1591275,3.611,0.004245,1320.75,5.5625,4.5965,22.1145
344.579,0.9086125,6.657,0.002385,1456.25,1.3085,7.6225,27.8475
342.659,1.1193475,15.777,0.072375,4824.25,9.7715,3.0755,27.8145
340.381,0.8922325,19.729,0.011595,1008.75,7.1605,8.9395,11.5455
341.011,1.2038125,19.393,0.079755,1704.75,8.0865,1.6745,12.4005
326.645,0.9762025,16.431,0.198585,484.25,0.6275,3.4735,20.2905
331.291,1.1233075,12.443,0.054105,4688.75,0.0015,4.5245,0.2445
339.657,1.0880275,4.183,0.003555,1455.25,5.3115,9.6795,26.0295
330.287,1.1470225,14.451,0.035775,482.25,1.1205,5.8805,7.3245
332.117,1.1806825,15.685,0.224535,2972.75,0.4225,5.9635,24.6225
336.527,1.2715825,13.715,0.215745,4561.25,5.2335,8.7355,19.1085
342.251,1.2736975,4.053,0.011475,2813.75,4.0255,2.9915,23.8305
329.951,1.0137775,13.581,0.159045,1273.25,9.5195,6.4145,17.0205
329.977,1.1263675,7.389,0.110595,3051.75,8.5175,2.0135,8.6295
329.143,1.1268175,16.159,0.058035,4908.75,4.6555,9.4465,28.3035
343.665,1.0916275,15.705,0.150855,4077.25,2.7195,7.6405,8.9685
341.251,1.0348825,10.633,0.063345,4247.75,9.7635,8.4465,21.6765
328.727,1.2727975,9.139,0.028545,3411.25,6.1615,5.7185,17.1525
344.727,1.1792875,4.137,0.185505,1027.25,0.1545,0.4935,19.9725
335.285,0.8538925,2.183,0.084615,4620.75,4.7965,7.4755,10.2345
331.167,1.0165675,4.329,0.071295,4885.25,7.1465,0.9245,5.5245
340.507,0.9822775,19.459,0.112095,2204.75,8.0755,4.3625,23.6895
329.855,1.0301125,16.589,0.141975,1178.25,7.5885,4.5785,17.7495
340.649,1.2518275,7.737,0.067065,534.25,8.3125,3.3545,20.6625
330.833,0.9606775,3.265,0.106845,1354.25,4.2485,1.4285,22.7565
340.081,0.8920525,13.293,0.069735,1300.25,8.5285,8.1635,8.1645
333.331,1.0801975,5.585,0.180135,317.75,2.8675,7.7955,17.9475
336.661,1.1043625,11.907,0.167235,3104.75,4.4685,7.1745,6.7665
330.959,1.1307325,1.503,0.161985,4979.75,7.7895,5.8055,18.4725
333.221,1.2177625,0.769,0.030915,3239.25,0.2315,6.1205,18.0255
343.251,1.2105625,16.719,0.142095,2933.25,7.9245,0.1865,13.6365
344.303,0.9052825,5.727,0.204465,342.25,6.5665,5.2905,2.6805
328.907,1.2302725,6.103,0.194955,2308.75,4.7335,9.1205,17.8245
342.513,1.2916075,11.205,0.225255,1595.75,6.4155,6.6005,15.3585
334.109,0.8561875,2.819,0.290145,3990.25,5.2535,3.8275,0.0645
337.693,1.0454125,12.881,0.207375,2049.25,1.1425,8.8655,23.4495
336.183,1.2313975,9.567,0.242505,3229.25,2.4115,5.1735,10.1205
336.109,1.1724025,4.831,0.229245,2360.75,0.7355,3.5635,11.6895
339.391,0.8926375,8.585,0.227565,4886.25,0.2445,3.7355,4.7565
327.933,0.9182425,13.077,0.126615,1230.75,8.2985,7.9525,23.7795
327.009,1.2864325,8.563,0.214785,4428.25,8.0335,6.4525,2.5395
342.203,0.9790375,8.803,0.064875,4171.75,3.7115,3.1095,26.3265
330.075,1.2446725,8.665,0.142035,2852.75,3.5005,2.0475,23.6475
331.761,0.9524425,15.155,0.223605,3689.25,8.6245,1.7395,22.1475
337.023,0.9869575,4.527,0.212805,1044.25,3.9415,1.9965,12.2085
328.387,1.2867025,9.345,0.129075,4262.75,5.4755,2.6265,7.7175
334.829,1.2526375,2.983,0.055245,2705.75,1.8235,4.7395,27.9495
341.101,0.9259825,3.983,0.237315,3879.25,8.3045,7.7885,21.6855
338.089,1.2228475,1.897,0.122565,561.75,4.7975,0.9125,17.0175
339.041,1.2665425,5.001,0.092835,802.25,6.1595,1.3655,6.3435
337.749,0.9436225,0.351,0.248205,4022.25,5.8405,3.1155,28.4295
337.879,0.9041125,3.459,0.050175,1182.75,4.0025,6.2905,19.5315
328.569,1.2502075,5.101,0.148185,585.75,4.6895,2.1455,6.8055
335.937,1.0911775,0.093,0.113175,4994.25,7.2065,7.8915,10.5135
337.115,1.1548075,15.953,0.024375,1432.75,5.8875,1.8755,14.7195
328.281,1.1191675,9.043,0.156465,3221.75,3.1115,0.1965,9.2085
331.073,1.2008875,13.771,0.275085,752.75,1.9435,5.2165,14.2365
333.601,1.0239475,12.765,0.077685,4730.25,9.2365,5.5815,27.0885
338.563,0.8646925,6.169,0.219135,2148.75,7.1045,1.8465,21.2295
328.567,1.2714475,12.913,0.197985,861.25,5.5895,1.4945,21.2925
333.859,0.9475375,1.039,0.180255,1120.75,5.2395,2.4345,21.3615
343.965,1.0960375,2.609,0.097125,4432.75,4.5705,2.1715,26.6865
332.191,1.0599475,5.219,0.127455,4315.25,5.8935,1.9655,26.9985
334.137,0.8966875,8.543,0.107835,3863.75,8.7015,9.3575,11.7405
336.957,1.0865875,14.747,0.057735,302.75,8.8565,7.9685,22.6155
326.695,1.2903925,13.253,0.228615,3901.75,2.8135,3.1565,25.0905
337.367,1.1483275,6.265,0.109875,4895.25,6.3395,9.1985,2.5755
343.401,1.0083325,17.941,0.055275,2394.75,2.0055,1.2935,17.3865
328.247,0.9742225,3.035,0.008535,4288.25,0.5625,1.0855,21.7665
325.939,0.9253075,18.699,0.200445,2004.75,0.0445,6.2985,23.3925
333.095,1.0570225,3.417,0.133725,4650.25,6.9445,8.6975,7.2705
330.557,0.9258475,16.441,0.116955,4006.25,4.9265,7.8695,18.3015
336.717,1.2831025,16.373,0.023175,4861.25,6.3815,6.4655,14.9715
339.027,0.9816475,0.617,0.231135,1214.75,7.9715,6.8225,14.8725
335.003,1.2147475,13.247,0.017475,597.25,7.1285,7.4685,21.7575
336.937,1.2399025,10.989,0.189765,963.25,2.4845,2.6335,17.0625
337.287,1.0934725,8.371,0.127065,3393.75,1.2415,7.3295,27.5325
333.065,1.1162425,0.197,0.243555,2477.25,0.9625,3.7655,15.3345
327.197,1.1045425,5.681,0.091545,3034.25,1.7225,0.8625,4.9905
342.137,1.2235675,6.115,0.144555,834.25,8.3075,6.1745,25.5405
330.879,0.9290425,16.259,0.161385,4398.75,6.9215,2.7625,16.2945
340.755,1.2901675,3.299,0.182565,3970.75,7.0345,8.1755,18.7065
331.945,1.2600625,12.289,0.231255,4071.25,3.3685,7.8395,6.2505
325.545,1.0878925,9.917,0.289335,4238.25,6.7855,1.3685,8.3745
342.555,1.0083775,10.365,0.083565,2218.75,0.4665,9.7835,0.3495
327.051,0.9986575,18.161,0.164235,3422.25,4.4585,6.4215,10.9065
343.791,0.9685075,3.659,0.008235,659.25,9.7935,3.2885,9.6285
341.839,1.2515575,11.695,0.000525,317.25,7.9385,9.7445,5.8305
344.339,0.9839425,14.677,0.097605,4429.25,8.8855,0.9345,10.1985
342.155,1.0626025,14.663,0.047865,4698.75,4.5475,0.3245,8.9955
328.037,1.0490125,12.043,0.244005,3167.25,9.2385,5.9265,26.4525
343.187,1.1752375,17.055,0.209355,2712.25,8.5225,3.8135,25.3605
342.225,1.2627175,1.181,0.250335,770.25,0.1665,7.6565,24.5085
332.677,1.2506125,16.165,0.090195,428.25,0.6635,2.0175,4.0875
327.303,1.2250525,12.691,0.066015,4875.75,9.1625,3.9225,8.2665
344.725,1.2525025,10.349,0.290505,4296.75,0.0865,3.5835,8.9325
331.131,1.0759225,15.483,0.195045,4749.25,9.8135,2.4385,9.1035
339.871,1.2003025,12.785,0.086055,2467.75,9.7785,3.2195,28.7595
332.027,0.9680125,1.017,0.178755,3580.75,6.2545,2.6055,2.0895
330.691,1.1625475,15.179,0.222615,2677.75,8.5565,6.8135,21.4245
333.517,1.1811775,15.463,0.146385,4473.25,3.5855,8.7735,5.3355
337.807,1.1874325,5.597,0.293775,2238.25,2.8345,5.7045,14.4135
336.819,1.1010325,1.303,0.129375,4557.25,1.1545,9.2045,24.0015
342.667,0.9730075,8.757,0.274815,4945.75,8.1995,2.0005,6.2955
335.277,1.0171075,15.629,0.223875,1171.75,1.1615,3.5845,20.8275
332.325,1.2472375,3.195,0.117075,1396.75,9.2475,7.4815,18.9015
325.601,1.1368075,0.265,0.018225,3971.25,1.1365,8.7035,12.6585
341.307,1.1323525,3.449,0.151185,2349.25,3.8325,4.4955,7.7565
326.751,0.9649525,3.961,0.233655,2137.25,0.2885,8.0985,16.0575
335.241,1.2312175,13.983,0.005775,2719.25,2.0635,9.0055,10.2615
325.807,1.1006275,14.687,0.143475,4324.25,4.8805,7.4505,21.7425
333.531,0.9779125,0.329,0.150615,286.25,8.4405,9.1265,28.5645
342.231,1.1391925,12.019,0.274995,1872.25,7.9795,0.4595,17.4465
344.447,0.9128875,16.133,0.199005,4831.75,7.7775,4.2785,14.3685
328.235,1.0942375,2.117,0.112845,3329.75,5.7185,5.1075,12.7875
325.363,0.9028975,11.921,0.103095,2618.75,5.1455,6.4185,27.2115
330.381,0.9879025,5.447,0.247815,2385.25,5.4685,7.5095,4.2675
339.947,0.9691825,13.457,0.219825,2639.75,5.6575,5.8285,20.6475
342.687,0.9958675,5.207,0.233685,2291.25,3.9985,6.0405,25.2255
343.709,1.1263225,4.133,0.251025,3146.75,9.8715,9.5785,13.4805
343.387,1.2527725,18.193,0.032355,3785.75,8.7315,0.8385,13.2315
334.773,1.0629625,8.867,0.278445,3633.75,4.3065,3.6315,6.3615
330.439,0.8993425,2.991,0.297045,2427.75,0.1805,3.9015,25.2555
330.231,0.8833225,8.339,0.015315,2355.25,9.4715,7.6605,5.8965
325.171,1.0122025,17.399,0.252255,3679.75,1.1485,7.9395,23.2575
329.253,1.0895575,17.219,0.095985,360.75,6.8775,0.9215,18.8985
335.299,1.1683525,1.129,0.155655,127.25,3.9175,6.8905,4.8765
339.179,1.1944075,1.205,0.180075,1849.75,6.2075,4.3145,20.4525
331.649,0.9037525,8.425,0.012315,2306.25,9.3745,3.2235,7.3455
329.459,1.1744275,15.433,0.284325,120.75,3.9475,6.3085,3.2205
335.513,1.0578325,16.157,0.179025,905.25,8.7275,8.8135,13.8765
339.909,1.1492275,0.471,0.216075,3318.75,2.2895,4.3275,12.6675
338.073,0.9209425,6.673,0.024915,1886.25,2.1535,3.4125,7.5495
327.465,1.1238925,12.931,0.183795,576.25,2.6355,4.2385,10.6575
325.257,1.1912125,5.895,0.071235,1426.75,8.6425,8.6785,16.3515
334.617,1.2763075,2.253,0.295845,3482.75,2.9385,5.4765,21.9495
334.857,0.8949325,10.629,0.239655,4105.75,7.1905,7.2105,11.9205
333.189,1.1400475,9.735,0.038475,3754.75,8.3755,4.1815,8.9415
325.419,1.0706575,12.861,0.296055,3441.75,6.8585,5.2155,3.1665
334.015,0.8920975,11.723,0.171135,4160.25,4.9775,0.2025,23.3865
336.499,1.1610175,12.909,0.225645,778.25,9.8025,0.2595,7.0875
339.927,1.0472125,4.155,0.096735,863.75,9.1055,7.4325,7.9185
330.199,1.2532675,13.535,0.061725,1469.25,1.2935,9.1515,27.7635
342.357,1.1971525,9.717,0.064275,190.25,5.6875,0.7175,27.2325
340.249,1.1898625,3.931,0.247695,2810.25,5.6905,9.4515,13.2615
337.715,0.8721625,1.649,0.025785,638.75,7.8885,9.3375,20.9535
328.175,1.1645275,5.725,0.271875,2766.25,3.7585,3.3615,21.3795
338.229,1.2556975,12.547,0.121515,3494.75,8.0475,8.7085,3.9915
337.393,1.0655725,16.005,0.036915,1675.75,3.5295,6.7135,29.9505
336.045,1.1355025,1.563,0.081645,2048.25,6.1315,0.9785,28.4175
338.395,1.2544375,6.261,0.175125,1278.75,1.6555,7.9325,28.4865
332.183,0.9998275,19.567,0.254265,115.75,8.1525,8.6825,4.7715
343.039,1.1103925,7.021,0.202485,97.75,8.7985,0.9475,9.7455
340.533,1.0117525,10.293,0.047355,1167.25,1.5775,8.7455,0.9795
334.233,1.0242625,2.331,0.093615,3427.75,4.4815,7.0205,13.0785
330.043,0.9043825,2.201,0.122895,4703.25,8.6295,2.0745,27.4815
327.825,0.8517775,0.707,0.054885,3515.25,5.0505,1.1885,23.6355
325.105,1.0358275,6.085,0.019275,476.25,4.6185,0.5455,1.9905
334.993,1.1708275,9.763,0.212235,1630.75,2.9335,7.2525,1.9485
341.667,1.2093475,7.039,0.135345,544.25,3.8855,6.7725,8.9385
344.799,1.1303725,10.845,0.104145,3503.75,9.3805,8.4945,2.0235
333.485,1.0648525,3.351,0.284205,3806.75,5.1065,3.1045,14.4165
333.387,1.2234325,1.999,0.037425,113.75,9.3165,3.5725,7.6215
337.147,0.9462325,6.823,0.151455,3369.75,9.0295,0.8665,14.5635
342.677,1.2009775,19.825,0.215895,4971.75,6.5805,4.2375,7.6275
332.003,1.2006175,8.567,0.157215,1086.75,5.8315,8.8585,19.4085
335.929,0.9956425,5.785,0.217905,3449.75,4.9765,3.1615,15.6435
333.523,0.9865075,13.355,0.092175,3885.75,8.3545,6.1995,26.3925
337.947,1.2386425,17.023,0.289965,3935.75,2.6835,6.1065,25.3305
327.919,1.0738525,8.433,0.198375,3467.75,5.4955,3.1195,10.0425
339.433,0.9856975,12.437,0.204225,44.25,2.2635,0.8375,10.8345
327.349,1.2738775,8.713,0.071415,816.25,3.3185,6.4785,28.8825
332.407,1.1813575,17.335,0.116925,3863.25,2.5055,6.5235,23.9205
329.441,1.0120675,5.915,0.182745,2535.25,5.8975,8.6485,16.3665
336.269,1.1478325,16.285,0.261225,2081.75,1.4425,0.6455,0.4425
329.227,1.2237475,12.641,0.292845,4961.25,4.6995,1.6535,3.0975
329.329,1.1974675,7.103,0.220785,3350.25,1.8595,9.3965,6.6735
327.285,0.8543425,2.393,0.250125,3727.75,4.0325,1.2895,18.5145
340.159,1.2792775,10.189,0.056925,1358.25,0.7555,2.4105,26.6925
336.831,1.2107425,5.179,0.002775,2971.75,0.0775,1.9735,14.6865
326.657,1.1946775,5.013,0.065445,1250.75,5.0105,1.8555,2.9505
340.017,1.2909325,16.829,0.036495,728.25,8.1425,6.0785,2.3955
344.745,1.0869025,4.193,0.227295,4981.75,7.9465,4.8715,21.5835
344.391,0.9633325,18.037,0.165495,188.25,7.2635,2.0905,11.4645
335.523,1.2829225,15.735,0.271545,1938.75,7.1825,8.5215,4.1775
334.039,1.2140275,14.101,0.237945,254.75,6.4665,9.2755,27.5085
327.901,1.2903475,19.361,0.042825,1259.25,6.4765,2.1995,24.5655
331.517,1.0380325,10.747,0.190215,3177.75,2.2015,9.7155,17.1885
331.689,0.9704425,19.295,0.116865,3304.25,1.8085,4.7925,10.0545
333.009,1.1204275,1.595,0.094185,895.25,7.4705,8.0825,14.9025
343.149,1.1161075,4.063,0.132015,2890.75,0.7805,7.7135,12.1725
342.733,1.1130475,0.641,0.092355,1047.25,7.4155,1.8485,29.5095
331.107,0.9025825,19.975,0.056415,4853.25,8.7885,4.2745,24.4155
344.229,1.1520625,14.021,0.131505,2942.75,8.1125,7.0985,0.6135
338.107,1.0298425,4.499,0.013125,4617.75,5.9205,6.2405,14.5095
336.773,1.1268625,13.607,0.290685,3944.25,3.0995,9.4805,12.0735
