# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
8

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,main_wing,0,YTGEDVUDVF,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.850000000000000089e+00, 0.000000000000000000e+00, 1.076999999999999957e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,23,45
# x,y,z,u,w
2.991751888684316185e+00, 2.746363636363634564e-01, 1.167235566542379699e+00, 1.090909090909090828e+00, 2.235035931837589196e+00
3.055486706916005879e+00, 2.746363636363634009e-01, 1.183347788239836662e+00, 1.090909090909090828e+00, 2.322387632518586820e+00
3.133256727607848013e+00, 2.746363636363635119e-01, 1.198230496539798740e+00, 1.090909090909090828e+00, 2.427613442911943586e+00
3.225067006209604514e+00, 2.746363636363634009e-01, 1.210695434705328255e+00, 1.090909090909090828e+00, 2.550742742828193688e+00
3.329550171098345057e+00, 2.746363636363634009e-01, 1.218934961996411381e+00, 1.090909090909090828e+00, 2.690019592678157601e+00
3.443621468900245119e+00, 2.746363636363634009e-01, 1.220794193993247845e+00, 1.090909090909090828e+00, 2.841648048022431539e+00
3.562563500847621079e+00, 2.746363636363634009e-01, 1.213572389876625301e+00, 1.090909090909090828e+00, 3.000000000000000000e+00
3.680948699530971702e+00, 2.746363636363634009e-01, 1.200019443066543845e+00, 1.090909090909090828e+00, 3.158351951977568461e+00
3.793710061779035581e+00, 2.746363636363634009e-01, 1.182576294121570282e+00, 1.090909090909090828e+00, 3.309980407321843288e+00
3.896818773782920964e+00, 2.746363636363633454e-01, 1.163778122249668145e+00, 1.090909090909090828e+00, 3.449257257171806312e+00
3.987672929895714535e+00, 2.746363636363634009e-01, 1.145585811016624822e+00, 1.090909090909090828e+00, 3.572386557088055969e+00
4.065195954552169866e+00, 2.746363636363634009e-01, 1.129448449667940002e+00, 1.090909090909090828e+00, 3.677612367481413180e+00
4.129536552252650594e+00, 2.746363636363634009e-01, 1.115984899156929444e+00, 1.090909090909090828e+00, 3.764964068162410804e+00
4.181708146351627242e+00, 2.746363636363634009e-01, 1.105246706668918222e+00, 1.090909090909090828e+00, 3.835746471067857932e+00
4.223197038685587934e+00, 2.746363636363634009e-01, 1.096885635412563564e+00, 1.090909090909090828e+00, 3.891987786139659455e+00
4.255671094063461446e+00, 2.746363636363634009e-01, 1.090443405373687780e+00, 1.090909090909090828e+00, 3.935982381634301586e+00
4.280776421851052227e+00, 2.746363636363634009e-01, 1.085524332002970604e+00, 1.090909090909090828e+00, 3.969978209455277351e+00
4.299999999999999822e+00, 2.746363636363634009e-01, 1.081793795558922300e+00, 1.090909090909090828e+00, 4.000000000000000000e+00
4.299999999999999822e+00, 5.492727272727274679e-01, 1.086587591117844642e+00, 1.181818181818181879e+00, 0.000000000000000000e+00
4.280823520969252449e+00, 5.492727272727274679e-01, 1.088372714910786021e+00, 1.181818181818181879e+00, 3.002179054472272138e-02
4.255764345050930153e+00, 5.492727272727274679e-01, 1.089965310720994562e+00, 1.181818181818181879e+00, 6.401761836569835884e-02
4.223323836650410001e+00, 5.492727272727274679e-01, 1.090776641571264083e+00, 1.181818181818181879e+00, 1.080122138603403226e-01
4.181818166332550213e+00, 5.492727272727274679e-01, 1.089489778945296861e+00, 1.181818181818181879e+00, 1.642535289321422898e-01
4.129649357573643265e+00, 5.492727272727274679e-01, 1.086128474233662544e+00, 1.181818181818181879e+00, 2.350359318375891959e-01
4.065416185584713737e+00, 5.492727272727274679e-01, 1.080260754387382560e+00, 1.181818181818181879e+00, 3.223876325185868752e-01
3.988223479563751894e+00, 5.492727272727274679e-01, 1.071431430699536502e+00, 1.181818181818181879e+00, 4.276134429119436420e-01
3.898052963423591422e+00, 5.492727272727274679e-01, 1.059826594403014299e+00, 1.181818181818181879e+00, 5.507427428281937987e-01
3.796124469264627876e+00, 5.492727272727274679e-01, 1.046189124856090169e+00, 1.181818181818181879e+00, 6.900195926781572675e-01
3.685068163920760753e+00, 5.492727272727274679e-01, 1.032019794910027821e+00, 1.181818181818181879e+00, 8.416480480224312055e-01
3.568843835706744905e+00, 5.492727272727274679e-01, 1.019292713418931573e+00, 1.181818181818181879e+00, 1.000000000000000000e+00
3.452266558372895311e+00, 5.492727272727276899e-01, 1.010336778910502664e+00, 1.181818181818181879e+00, 1.158351951977568461e+00
3.340345491403505118e+00, 5.492727272727274679e-01, 1.008041278597881618e+00, 1.181818181818181879e+00, 1.309980407321843066e+00
3.237536295053232926e+00, 5.492727272727275789e-01, 1.010398244446835569e+00, 1.181818181818181879e+00, 1.449257257171806312e+00
3.146775064248756415e+00, 5.492727272727274679e-01, 1.015656309259469925e+00, 1.181818181818181879e+00, 1.572386557088055969e+00
3.069401153800204618e+00, 5.492727272727274679e-01, 1.022701833827583506e+00, 1.181818181818181879e+00, 1.677612367481413180e+00
3.005406357190013367e+00, 5.492727272727275789e-01, 1.030760078169324245e+00, 1.181818181818181879e+00, 1.764964068162410804e+00
2.953878765783351845e+00, 5.492727272727274679e-01, 1.039483140455279342e+00, 1.181818181818181879e+00, 1.835746471067857932e+00
2.913369977425039892e+00, 5.492727272727274679e-01, 1.048655651086500606e+00, 1.181818181818181879e+00, 1.891987786139659677e+00
2.882434925341701426e+00, 5.492727272727274679e-01, 1.058562632520551938e+00, 1.181818181818181879e+00, 1.935982381634301586e+00
2.860472513285165164e+00, 5.492727272727274679e-01, 1.070514723246737354e+00, 1.181818181818181879e+00, 1.969978209455277351e+00
2.850000000000000089e+00, 5.492727272727274679e-01, 1.086587591117844642e+00, 1.181818181818181879e+00, 2.000000000000000000e+00
2.854535853310045113e+00, 5.492727272727274679e-01, 1.105594732277290326e+00, 1.181818181818181879e+00, 2.030021790544722649e+00
2.873294162739641333e+00, 5.492727272727274679e-01, 1.122810297774370802e+00, 1.181818181818181879e+00, 2.064017618365698414e+00
2.902065746615297925e+00, 5.492727272727274679e-01, 1.139177548368777604e+00, 1.181818181818181879e+00, 2.108012213860340545e+00
2.941095445584494428e+00, 5.492727272727274679e-01, 1.155577548798683685e+00, 1.181818181818181879e+00, 2.164253528932142068e+00
2.991751888684316185e+00, 5.492727272727275789e-01, 1.172029362101302041e+00, 1.181818181818181879e+00, 2.235035931837589196e+00
3.055486706916005879e+00, 5.492727272727274679e-01, 1.188141583798759005e+00, 1.181818181818181879e+00, 2.322387632518586820e+00
3.133256727607848013e+00, 5.492727272727276899e-01, 1.203024292098721082e+00, 1.181818181818181879e+00, 2.427613442911943586e+00
3.225067006209604514e+00, 5.492727272727274679e-01, 1.215489230264250597e+00, 1.181818181818181879e+00, 2.550742742828193688e+00
3.329550171098345057e+00, 5.492727272727274679e-01, 1.223728757555333946e+00, 1.181818181818181879e+00, 2.690019592678157601e+00
3.443621468900245119e+00, 5.492727272727274679e-01, 1.225587989552170187e+00, 1.181818181818181879e+00, 2.841648048022431539e+00
3.562563500847621079e+00, 5.492727272727274679e-01, 1.218366185435547422e+00, 1.181818181818181879e+00, 3.000000000000000000e+00
3.680948699530971702e+00, 5.492727272727274679e-01, 1.204813238625466187e+00, 1.181818181818181879e+00, 3.158351951977568461e+00
3.793710061779035581e+00, 5.492727272727274679e-01, 1.187370089680492624e+00, 1.181818181818181879e+00, 3.309980407321843288e+00
3.896818773782920964e+00, 5.492727272727273569e-01, 1.168571917808590488e+00, 1.181818181818181879e+00, 3.449257257171806312e+00
3.987672929895714535e+00, 5.492727272727274679e-01, 1.150379606575547164e+00, 1.181818181818181879e+00, 3.572386557088055969e+00
4.065195954552169866e+00, 5.492727272727274679e-01, 1.134242245226862345e+00, 1.181818181818181879e+00, 3.677612367481413180e+00
4.129536552252650594e+00, 5.492727272727274679e-01, 1.120778694715851787e+00, 1.181818181818181879e+00, 3.764964068162410804e+00
4.181708146351627242e+00, 5.492727272727274679e-01, 1.110040502227840786e+00, 1.181818181818181879e+00, 3.835746471067857932e+00
4.223197038685587934e+00, 5.492727272727274679e-01, 1.101679430971485685e+00, 1.181818181818181879e+00, 3.891987786139659455e+00
4.255671094063461446e+00, 5.492727272727274679e-01, 1.095237200932609900e+00, 1.181818181818181879e+00, 3.935982381634301586e+00
4.280776421851052227e+00, 5.492727272727274679e-01, 1.090318127561892947e+00, 1.181818181818181879e+00, 3.969978209455277351e+00
4.299999999999999822e+00, 5.492727272727274679e-01, 1.086587591117844642e+00, 1.181818181818181879e+00, 4.000000000000000000e+00
4.299999999999999822e+00, 8.239090909090909243e-01, 1.091381386676766763e+00, 1.272727272727272707e+00, 0.000000000000000000e+00
4.280823520969252449e+00, 8.239090909090909243e-01, 1.093166510469708363e+00, 1.272727272727272707e+00, 3.002179054472272138e-02
4.255764345050930153e+00, 8.239090909090909243e-01, 1.094759106279916683e+00, 1.272727272727272707e+00, 6.401761836569835884e-02
4.223323836650410001e+00, 8.239090909090909243e-01, 1.095570437130186203e+00, 1.272727272727272707e+00, 1.080122138603403226e-01
4.181818166332550213e+00, 8.239090909090909243e-01, 1.094283574504219203e+00, 1.272727272727272707e+00, 1.642535289321422898e-01
4.129649357573643265e+00, 8.239090909090908132e-01, 1.090922269792584665e+00, 1.272727272727272707e+00, 2.350359318375891959e-01
4.065416185584713737e+00, 8.239090909090909243e-01, 1.085054549946304903e+00, 1.272727272727272707e+00, 3.223876325185868752e-01
3.988223479563751894e+00, 8.239090909090909243e-01, 1.076225226258458623e+00, 1.272727272727272707e+00, 4.276134429119436420e-01
3.898052963423591422e+00, 8.239090909090909243e-01, 1.064620389961936642e+00, 1.272727272727272707e+00, 5.507427428281937987e-01
3.796124469264627876e+00, 8.239090909090909243e-01, 1.050982920415012511e+00, 1.272727272727272707e+00, 6.900195926781572675e-01
3.685068163920760753e+00, 8.239090909090908132e-01, 1.036813590468949942e+00, 1.272727272727272707e+00, 8.416480480224312055e-01
3.568843835706744905e+00, 8.239090909090909243e-01, 1.024086508977853693e+00, 1.272727272727272707e+00, 1.000000000000000000e+00
3.452266558372895311e+00, 8.239090909090911463e-01, 1.015130574469425007e+00, 1.272727272727272707e+00, 1.158351951977568461e+00
3.340345491403505118e+00, 8.239090909090909243e-01, 1.012835074156803739e+00, 1.272727272727272707e+00, 1.309980407321843066e+00
3.237536295053232926e+00, 8.239090909090910353e-01, 1.015192040005758134e+00, 1.272727272727272707e+00, 1.449257257171806312e+00
3.146775064248756415e+00, 8.239090909090909243e-01, 1.020450104818392267e+00, 1.272727272727272707e+00, 1.572386557088055969e+00
3.069401153800204618e+00, 8.239090909090909243e-01, 1.027495629386505627e+00, 1.272727272727272707e+00, 1.677612367481413180e+00
3.005406357190013367e+00, 8.239090909090910353e-01, 1.035553873728246366e+00, 1.272727272727272707e+00, 1.764964068162410804e+00
2.953878765783351401e+00, 8.239090909090909243e-01, 1.044276936014201462e+00, 1.272727272727272707e+00, 1.835746471067857932e+00
2.913369977425039892e+00, 8.239090909090909243e-01, 1.053449446645422949e+00, 1.272727272727272707e+00, 1.891987786139659677e+00
2.882434925341701426e+00, 8.239090909090909243e-01, 1.063356428079474281e+00, 1.272727272727272707e+00, 1.935982381634301586e+00
2.860472513285165164e+00, 8.239090909090909243e-01, 1.075308518805659697e+00, 1.272727272727272707e+00, 1.969978209455277351e+00
2.850000000000000089e+00, 8.239090909090909243e-01, 1.091381386676766763e+00, 1.272727272727272707e+00, 2.000000000000000000e+00
2.854535853310045113e+00, 8.239090909090909243e-01, 1.110388527836212447e+00, 1.272727272727272707e+00, 2.030021790544722649e+00
2.873294162739641333e+00, 8.239090909090909243e-01, 1.127604093333292923e+00, 1.272727272727272707e+00, 2.064017618365698414e+00
2.902065746615297925e+00, 8.239090909090908132e-01, 1.143971343927699724e+00, 1.272727272727272707e+00, 2.108012213860340545e+00
2.941095445584494428e+00, 8.239090909090909243e-01, 1.160371344357606027e+00, 1.272727272727272707e+00, 2.164253528932142068e+00
2.991751888684316629e+00, 8.239090909090910353e-01, 1.176823157660224162e+00, 1.272727272727272707e+00, 2.235035931837589196e+00
3.055486706916005879e+00, 8.239090909090909243e-01, 1.192935379357681125e+00, 1.272727272727272707e+00, 2.322387632518586820e+00
3.133256727607848013e+00, 8.239090909090911463e-01, 1.207818087657643202e+00, 1.272727272727272707e+00, 2.427613442911943586e+00
3.225067006209604514e+00, 8.239090909090909243e-01, 1.220283025823172940e+00, 1.272727272727272707e+00, 2.550742742828193688e+00
3.329550171098345057e+00, 8.239090909090909243e-01, 1.228522553114256066e+00, 1.272727272727272707e+00, 2.690019592678157601e+00
3.443621468900245119e+00, 8.239090909090909243e-01, 1.230381785111092308e+00, 1.272727272727272707e+00, 2.841648048022431539e+00
3.562563500847621079e+00, 8.239090909090909243e-01, 1.223159980994469986e+00, 1.272727272727272707e+00, 3.000000000000000000e+00
3.680948699530971702e+00, 8.239090909090909243e-01, 1.209607034184388530e+00, 1.272727272727272707e+00, 3.158351951977568461e+00
3.793710061779035136e+00, 8.239090909090909243e-01, 1.192163885239414967e+00, 1.272727272727272707e+00, 3.309980407321843288e+00
3.896818773782920964e+00, 8.239090909090907022e-01, 1.173365713367512830e+00, 1.272727272727272707e+00, 3.449257257171806312e+00
3.987672929895714535e+00, 8.239090909090909243e-01, 1.155173402134469507e+00, 1.272727272727272707e+00, 3.572386557088055969e+00
4.065195954552169866e+00, 8.239090909090909243e-01, 1.139036040785784687e+00, 1.272727272727272707e+00, 3.677612367481413180e+00
4.129536552252650594e+00, 8.239090909090909243e-01, 1.125572490274774129e+00, 1.272727272727272707e+00, 3.764964068162410804e+00
4.181708146351627242e+00, 8.239090909090909243e-01, 1.114834297786763129e+00, 1.272727272727272707e+00, 3.835746471067857932e+00
4.223197038685587934e+00, 8.239090909090909243e-01, 1.106473226530408027e+00, 1.272727272727272707e+00, 3.891987786139659455e+00
4.255671094063461446e+00, 8.239090909090909243e-01, 1.100030996491532242e+00, 1.272727272727272707e+00, 3.935982381634301586e+00
4.280776421851052227e+00, 8.239090909090909243e-01, 1.095111923120815067e+00, 1.272727272727272707e+00, 3.969978209455277351e+00
4.299999999999999822e+00, 8.239090909090909243e-01, 1.091381386676766763e+00, 1.272727272727272707e+00, 4.000000000000000000e+00
4.299999999999999822e+00, 1.098545454545454936e+00, 1.096175182235689105e+00, 1.363636363636363757e+00, 0.000000000000000000e+00
4.280823520969252449e+00, 1.098545454545454936e+00, 1.097960306028630484e+00, 1.363636363636363757e+00, 3.002179054472272138e-02
4.255764345050930153e+00, 1.098545454545454936e+00, 1.099552901838838803e+00, 1.363636363636363757e+00, 6.401761836569835884e-02
4.223323836650410001e+00, 1.098545454545454936e+00, 1.100364232689108768e+00, 1.363636363636363757e+00, 1.080122138603403226e-01
4.181818166332550213e+00, 1.098545454545454936e+00, 1.099077370063141323e+00, 1.363636363636363757e+00, 1.642535289321422898e-01
4.129649357573643265e+00, 1.098545454545454936e+00, 1.095716065351507007e+00, 1.363636363636363757e+00, 2.350359318375891959e-01
4.065416185584713737e+00, 1.098545454545454936e+00, 1.089848345505227023e+00, 1.363636363636363757e+00, 3.223876325185868752e-01
3.988223479563751894e+00, 1.098545454545454936e+00, 1.081019021817380965e+00, 1.363636363636363757e+00, 4.276134429119436420e-01
3.898052963423591422e+00, 1.098545454545454936e+00, 1.069414185520858762e+00, 1.363636363636363757e+00, 5.507427428281937987e-01
3.796124469264627876e+00, 1.098545454545454936e+00, 1.055776715973934854e+00, 1.363636363636363757e+00, 6.900195926781572675e-01
3.685068163920760753e+00, 1.098545454545454936e+00, 1.041607386027872284e+00, 1.363636363636363757e+00, 8.416480480224312055e-01
3.568843835706744905e+00, 1.098545454545454936e+00, 1.028880304536776036e+00, 1.363636363636363757e+00, 1.000000000000000000e+00
3.452266558372895311e+00, 1.098545454545455380e+00, 1.019924370028347127e+00, 1.363636363636363757e+00, 1.158351951977568461e+00
3.340345491403504674e+00, 1.098545454545454936e+00, 1.017628869715726081e+00, 1.363636363636363757e+00, 1.309980407321843066e+00
3.237536295053232926e+00, 1.098545454545455158e+00, 1.019985835564680254e+00, 1.363636363636363757e+00, 1.449257257171806312e+00
3.146775064248756415e+00, 1.098545454545454936e+00, 1.025243900377314610e+00, 1.363636363636363757e+00, 1.572386557088055969e+00
3.069401153800204618e+00, 1.098545454545454936e+00, 1.032289424945427969e+00, 1.363636363636363757e+00, 1.677612367481413180e+00
3.005406357190013367e+00, 1.098545454545455158e+00, 1.040347669287168930e+00, 1.363636363636363757e+00, 1.764964068162410804e+00
2.953878765783351401e+00, 1.098545454545454936e+00, 1.049070731573123805e+00, 1.363636363636363757e+00, 1.835746471067857932e+00
2.913369977425039892e+00, 1.098545454545454936e+00, 1.058243242204345291e+00, 1.363636363636363757e+00, 1.891987786139659677e+00
2.882434925341701426e+00, 1.098545454545454936e+00, 1.068150223638396623e+00, 1.363636363636363757e+00, 1.935982381634301586e+00
2.860472513285165164e+00, 1.098545454545454936e+00, 1.080102314364582039e+00, 1.363636363636363757e+00, 1.969978209455277351e+00
2.850000000000000089e+00, 1.098545454545454936e+00, 1.096175182235689105e+00, 1.363636363636363757e+00, 2.000000000000000000e+00
2.854535853310045113e+00, 1.098545454545454936e+00, 1.115182323395135011e+00, 1.363636363636363757e+00, 2.030021790544722649e+00
2.873294162739641333e+00, 1.098545454545454936e+00, 1.132397888892215265e+00, 1.363636363636363757e+00, 2.064017618365698414e+00
