vel_sound,rho,alpha,mach,rpm,cp,ct,flap
330.2585,1.2026763,2.49255,0.2954925,4249.65,0.39878,0.2966125,12.12375
333.5125,0.86774125,2.08575,0.2454675,5329.35,0.75146,0.0755625,5.70225
328.8695,1.2227463,9.88245,0.1909875,1921.95,0.25218,0.3429375,4.98375
344.0135,0.87449125,5.90625,0.1099425,4670.55,0.4019,0.1178375,24.86475
344.7785,1.0253763,15.18075,0.2019375,5265.45,0.48614,0.3765625,17.05125
325.7955,0.96842875,15.40305,0.1720425,3007.35,0.19542,0.0383125,28.72425
341.5105,1.2590388,6.64065,0.2208075,4870.65,0.3425,0.2867625,18.90525
327.2255,1.1384163,13.66695,0.2523675,4187.55,0.59842,0.0801625,10.32675
329.2245,0.94050625,8.58735,0.0604275,4258.05,0.70982,0.3340375,18.63675
344.0415,0.85867375,2.05965,0.0353775,1069.35,0.54846,0.2542375,23.07075
343.9075,1.2063663,16.37955,0.1886175,1946.85,0.6477,0.1958375,5.81625
336.8135,1.0786787,11.87235,0.1453425,1072.95,0.15398,0.2566625,21.27675
342.4765,0.92477875,5.81355,0.0887025,4656.75,0.21082,0.0602375,15.30075
331.3015,1.0041138,16.63155,0.0224775,294.75,0.12534,0.2369375,19.67475
329.6595,0.91638625,4.20795,0.0275925,2863.35,0.19978,0.0299125,20.10375
330.5695,1.2611538,13.39065,0.0726825,5494.05,0.6613,0.2539375,27.25575
327.5065,1.2756213,13.89375,0.2965875,3436.35,0.23014,0.3645625,0.37575
344.4915,0.95632375,9.45495,0.1605075,5847.45,0.7147,0.3510125,13.03425
330.2555,1.0804338,8.89785,0.0813675,3853.95,0.69162,0.3450125,29.76975
333.6075,1.2614238,12.79755,0.2858025,2771.85,0.54262,0.1153875,29.97375
330.7635,1.1304963,17.71425,0.1335825,2398.65,0.29526,0.4233125,18.68475
336.3245,1.0979612,8.89515,0.1205775,3198.15,0.4253,0.1719875,24.92475
344.7915,1.1506113,11.63115,0.2868225,3872.25,0.64698,0.0283875,29.48925
330.5715,1.1733813,14.24205,0.1892325,2416.65,0.0313,0.1500625,23.10525
327.6845,0.91109875,13.55895,0.2179425,1873.65,0.75818,0.2924625,17.51025
344.2335,1.1094138,5.41215,0.2182425,4117.05,0.73658,0.2941875,28.66275
329.8755,0.99842125,3.12795,0.0995925,1608.45,0.55214,0.2114875,24.07125
325.3315,1.0098738,11.95155,0.1676925,4361.85,0.42458,0.0110375,21.02775
325.7775,1.0963188,4.12425,0.2709975,5670.45,0.68442,0.4856875,2.42325
327.4715,0.85871875,8.26515,0.2877675,4977.15,0.7909,0.0024875,24.09375
335.7225,1.1837988,5.83155,0.2717475,4666.65,0.49718,0.1849875,4.70925
331.1095,0.93915625,1.13715,0.2770725,1306.05,0.54286,0.1572625,25.93425
331.5785,1.1761488,0.01845,0.0981225,1614.45,0.18434,0.4468875,13.15125
328.3885,1.0056212,9.62775,0.2885475,2879.55,0.45002,0.4416375,21.43575
337.5955,0.91193125,3.91185,0.1358175,5433.45,0.66082,0.1552375,2.25675
342.8205,0.91640875,10.28835,0.0675075,3564.15,0.11038,0.3418375,12.12825
342.7365,1.0980063,10.01295,0.1377525,4027.95,0.26346,0.2645625,24.39375
328.1845,1.0866213,5.08635,0.0289575,5924.85,0.16294,0.3067625,18.14925
341.2675,1.0684187,2.95245,0.2069925,2538.45,0.65546,0.2694875,10.79175
325.5605,1.1216987,17.90865,0.1078425,4182.75,0.5749,0.0313625,3.07425
337.5785,1.1418588,8.52525,0.2867925,2051.85,0.62646,0.4644875,8.39925
337.3045,1.1422638,5.01975,0.0120975,1069.95,0.34398,0.1750125,15.37725
332.6185,0.96685375,3.07575,0.1673925,3038.85,0.55158,0.1202625,11.24325
329.1965,1.1613887,11.96955,0.1302525,4703.85,0.36158,0.2711375,7.65975
344.7635,1.0305062,8.36235,0.1467675,841.65,0.0275,0.0297625,2.35125
340.5105,1.1895587,2.67165,0.1733925,5407.05,0.46366,0.3760125,14.67675
327.2215,0.94273375,11.22525,0.2486475,5480.85,0.5801,0.3149625,22.17675
327.7035,1.1886363,5.00355,0.0661725,2231.85,0.4737,0.1835875,7.28625
337.2315,1.1279088,3.57885,0.1384425,2620.35,0.25714,0.0579625,22.96575
328.6625,0.99936625,17.97075,0.1524675,473.55,0.34826,0.2031375,22.32075
327.9975,0.90918625,5.71545,0.0588525,4027.35,0.23046,0.2893125,10.31175
338.5215,1.2983237,14.80005,0.2987325,4007.25,0.79666,0.3578625,24.27375
334.1045,1.2808188,11.57985,0.2670975,4492.05,0.04866,0.0872125,26.17875
338.5945,1.1284488,3.49515,0.1068525,4871.85,0.24098,0.2079375,13.07625
338.4935,0.95618875,2.05245,0.2098275,2901.45,0.11714,0.2185625,10.84725
334.9525,1.1810312,4.58145,0.2314725,2581.35,0.13578,0.2311125,17.52225
331.2385,1.0793313,15.36615,0.2710725,2518.65,0.54962,0.0789875,12.78075
341.8815,1.0980737,16.18695,0.2558475,5771.55,0.34938,0.1174875,0.86925
340.6585,1.0026738,6.88455,0.2560725,4903.95,0.00154,0.3270125,6.19875
338.0215,0.89530375,15.70185,0.1996275,2210.85,0.26902,0.4860875,18.15525
326.2105,0.99835375,12.61935,0.2378925,4617.75,0.54946,0.0681375,12.97425
330.2255,1.1677788,10.89855,0.0811125,3687.45,0.13466,0.1944375,25.39725
329.8385,1.1686787,10.91475,0.0460125,813.15,0.36246,0.3207375,21.77025
334.8135,0.87750625,3.85695,0.2586375,4476.75,0.11458,0.3327625,24.72825
332.9315,0.98476375,12.75345,0.1661175,640.95,0.13674,0.1097625,25.55175
340.3285,1.0473363,16.16265,0.1402875,3533.25,0.44922,0.3752875,17.81325
344.1945,1.0593738,11.43765,0.1650225,2440.35,0.6007,0.0792875,6.72975
344.9225,0.90434875,4.96485,0.2166225,226.05,0.1447,0.2841375,27.65775
325.1515,1.1915388,17.69445,0.2450175,320.55,0.12834,0.3301625,3.21975
339.5545,1.1873988,17.34345,0.2477325,5516.55,0.52078,0.4229875,11.28675
330.8945,0.86177875,3.83175,0.0328725,253.95,0.61718,0.1449875,22.62375
335.9865,1.2619638,10.12365,0.2744925,522.15,0.11098,0.1596375,0.33825
333.0475,0.86972125,8.79795,0.1438725,401.85,0.5833,0.3144625,0.89325
333.1075,0.86931625,17.15445,0.2095425,4524.45,0.20314,0.3834125,9.36525
326.1325,0.85590625,15.47145,0.2520525,5341.65,0.08846,0.2711625,27.07725
340.7635,0.98696875,0.51255,0.1898175,976.35,0.29586,0.4597125,27.86925
337.1645,1.2995163,11.76525,0.0792075,1367.25,0.65766,0.3562375,12.20475
328.3705,0.85410625,0.95715,0.1549575,1427.85,0.30542,0.0177625,22.57425
332.8525,0.91764625,2.21625,0.0115275,3535.05,0.29382,0.3085875,2.14875
339.0005,1.0252188,6.18975,0.0411825,1593.15,0.53394,0.3890875,17.50875
339.4255,1.0516337,5.66235,0.1413825,2443.05,0.67454,0.1113125,1.75725
327.5275,1.0800737,14.52015,0.1403025,2218.65,0.66994,0.2054875,21.81825
339.2125,1.0490913,3.29535,0.1778625,3685.35,0.38814,0.3299125,18.78225
327.6475,1.0121237,3.20985,0.0235425,1016.85,0.57594,0.4136375,18.67275
342.9785,1.0573713,8.47935,0.0556425,5724.15,0.06086,0.0448625,4.49175
