alt,alpha,mach,rpm,cp,ct,
1103.413,14.030217,0.18917609,573.52174,0.20732174,0.23779348,
144.45652,9.1686522,0.07575,2562.913,0.58944348,0.14961957,
2346.1957,11.899957,0.24948913,2572.5652,0.63142609,0.46275,
184.8913,6.3888261,0.15406304,5300.7391,0.12356522,0.12116304,
1648.8913,15.059348,0.15378913,2831.3478,0.55598261,0.043793478,
1562.2826,16.314652,0.06281087,3850.5652,0.13646957,0.41431522,
858.45652,15.529696,0.1805413,3150.1304,0.68930435,0.20225,
734.15217,2.9539565,0.099006522,4696.3043,0.25013913,0.23940217,
713.54348,7.8734348,0.13121087,658.56522,0.78944348,0.13783696,
1436.2826,0.38543478,0.15800217,566.21739,0.29932174,0.3113587,
2586.0652,17.972217,0.17807609,4385.6087,0.42787826,0.16327174,
2149.8913,1.0616087,0.14536304,1529.3478,0.26892174,0.23944565,
362.15217,14.967783,0.039228261,4894.3043,0.20575652,0.43368478,
1455.9783,0.65778261,0.16581522,1150.0435,0.092330435,0.05798913,
165.19565,15.714391,0.1484413,3950.4783,0.19556522,0.45157609,
756.97826,4.5739565,0.14373261,5543.3478,0.36286957,0.33051087,
2016.9783,4.2366522,0.2052587,4763.6087,0.42391304,0.42275,
1053.9783,15.467087,0.04878913,397.17391,0.70217391,0.03198913,
2501.9348,6.2847391,0.11622391,4840.0435,0.73817391,0.27005435,
378.97826,4.4166522,0.12701087,4260.3913,0.26168696,0.37975,
1495.2391,6.4365652,0.025806522,4288.0435,0.16276522,0.080206522,
2906.2826,16.279435,0.15468913,2314.0435,0.79657391,0.050880435,
2862.9783,7.320913,0.15750652,1720.0435,0.1929913,0.15153261,
260.28261,4.6584783,0.058976087,1854.3913,0.17629565,0.054097826,
2100.7174,16.666826,0.025167391,5465.6087,0.13577391,0.36616304,
2969.0217,14.510739,0.12341087,3346.0435,0.31424348,0.29583696,
174.58696,11.322391,0.21128478,3807.5217,0.31003478,0.096880435,
1715.6739,2.9664783,0.078267391,2512.3043,0.78857391,0.10231522,
1391.413,13.349348,0.074732609,2596.0435,0.62885217,0.26290217,
1607.0217,8.004913,0.018502174,5464.0435,0.37069565,0.49757609,
943.23913,10.112478,0.26898913,1745.8696,0.72356522,0.42631522,
2597.6739,8.9135217,0.23311957,5362.8261,0.76085217,0.12292391,
2207.0217,10.797261,0.093776087,4985.3478,0.46509565,0.43179348,
1602.7174,4.7868261,0.29199783,5967.7826,0.59984348,0.11320652,
1252.8913,10.784739,0.22105435,3249.2609,0.58154783,0.18475,
421.5,16.617522,0.16089783,3419.087,0.6710087,0.23844565,
182.93478,8.3367391,0.24034565,5795.3478,0.43803478,0.11898913,
1627.5,13.77587,0.24981522,5508.1304,0.27038261,0.23827174,
1634.6739,15.450652,0.15618913,1133.6087,0.066973913,0.23133696,
1187.2826,1.7377826,0.005876087,2119.4348,0.55382609,0.41444565,
2549.8043,13.51213,0.15836739,1051.6957,0.12808696,0.25390217,
2139.1957,16.576043,0.29776304,3587.6087,0.34412174,0.38688043,
2693.1522,0.84795652,0.000815217,359.6087,0.72478261,0.32238043,
152.41304,4.9472609,0.27810652,5906.2174,0.65055652,0.080641304,
911.67391,5.0482174,0.23321087,861.26087,0.22965217,0.07401087,
1570.1087,2.1940435,0.02201087,5137.6957,0.62544348,0.15261957,
765.58696,3.7154348,0.28841087,2396.4783,0.72673043,0.28572826,
2348.0217,6.5680435,0.10041522,683.34783,0.55156522,0.46368478,
1359.3261,15.001435,0.000384783,3718.8261,0.33723478,0.12577174,
2171.5435,14.936478,0.27745435,2893.1739,0.059808696,0.2381413,
2869.5,1.5867391,0.024671739,4198.8261,0.4649913,0.33966304,
2779.6304,3.5111739,0.052363043,3195.7826,0.7972,0.17509783,
2340.3261,13.105957,0.29622391,2368.0435,0.45358261,0.29598913,
1638.3261,1.9404783,0.006645652,4461.5217,0.10693913,0.1396413,
192.84783,4.5457826,0.1100413,3066.3913,0.25810435,0.10301087,
1370.8043,12.591783,0.10522826,6.1304348,0.30106087,0.27618478,
2818.3696,1.5491739,0.010663043,72.130435,0.10603478,0.20855435,
2891.6739,9.2187391,0.064493478,2009.6087,0.29949565,0.27942391,
2879.2826,14.189087,0.099293478,3894.1304,0.27761739,0.080119565,
2854.8913,1.7471739,0.28237174,3667.9565,0.41772174,0.12307609,
1174.2391,16.398391,0.17231087,1662.3913,0.5545913,0.49240217,
2360.2826,7.8311739,0.095458696,2134.3043,0.78457391,0.32172826,
920.15217,1.2979565,0.23450217,4195.4348,0.19636522,0.42220652,
826.23913,5.0865652,0.006097826,5453.6087,0.69782609,0.43172826,
161.54348,4.7899565,0.048984783,1191.7826,0.087565217,0.35788043,
2190.9783,6.4741304,0.034963043,2303.3478,0.26182609,0.28592391,
2960.1522,0.69534783,0.14138478,1793.6087,0.49173913,0.42011957,
160.5,1.5953478,0.061141304,5261.3478,0.18975652,0.23896739,
1635.0652,0.38465217,0.1640413,3428.4783,0.76634783,0.14340217,
302.67391,9.4167391,0.14763261,3005.087,0.36516522,0.03175,
2215.5,8.3555217,0.17793261,5533.1739,0.044086957,0.24059783,
272.93478,2.9844783,0.04121087,4789.9565,0.035356522,0.12831522,
1819.3696,16.626913,0.16782391,966.13043,0.12732174,0.097902174,
2200.6304,5.3393478,0.18861522,5391,0.013547826,0.24825,
2501.1522,2.1564783,0.21172826,5317.6957,0.66001739,0.42744565,
2313.1957,13.797,0.17716304,5105.3478,0.51386087,0.31342391,
377.15217,13.466739,0.24347609,2815.4348,0.63285217,0.15881522,
824.41304,17.793783,0.29901522,4810.5652,0.59911304,0.17690217,
2933.6739,5.4277826,0.17849348,687,0.12412174,0.33140217,
2013.587,2.0563043,0.036684783,5909.3478,0.037165217,0.37544565,
2024.5435,3.2857826,0.10741957,838.56522,0.58641739,0.033684783,
1341.3261,5.3362174,0.16256739,1196.2174,0.20805217,0.10644565,
2807.413,5.0771739,0.15887609,3352.5652,0.22478261,0.002467391,
1856.2826,17.351609,0.24390652,2472.913,0.11831304,0.40940217,
2623.5,9.6538696,0.013806522,2530.5652,0.48213913,0.37607609,
2812.2391,17.065174,0.22680652,3627.5217,0.66126957,0.11201087,
1719.1957,10.528043,0.21518478,1526.2174,0.10457391,0.47066304,
2669.8043,12.825,0.030006522,1942.8261,0.063669565,0.11409783,
764.41304,10.954565,0.018736957,3658.8261,0.38095652,0.24429348,
2891.0217,0.13969565,0.043976087,5714.7391,0.4156,0.076641304,
2902.8913,0.88552174,0.29151522,118.56522,0.22993043,0.36566304,
2129.6739,1.6438696,0.065784783,5688.913,0.075773913,0.20653261,
702.19565,9.9559565,0.25285435,5853.7826,0.64951304,0.27422826,
1257.1957,3.0056087,0.24753261,5585.6087,0.67869565,0.41522826,
2395.8913,9.495,0.29741087,2099.3478,0.5798087,0.34648913,
1785.8478,12.63013,0.25992391,5793.5217,0.10683478,0.060184783,
1793.2826,5.4661304,0.11313261,394.04348,0.10213913,0.42459783,
2234.413,3.2106522,0.23587174,3865.1739,0.1604,0.081184783,
2186.0217,12.622304,0.009580435,4310.4783,0.17612174,0.45255435,
59.282609,6.2072609,0.072580435,4042.0435,0.56238261,0.016858696,
1432.5,14.527174,0.28855435,1156.8261,0.12373913,0.044554348,
2723.1522,4.343087,0.22594565,5777.6087,0.71041739,0.49501087,
2455.2391,15.30587,0.29366739,883.69565,0.17775652,0.48925,
1018.2391,10.228304,0.20685,3879.7826,0.69907826,0.22857609,
2827.2391,14.004391,0.29679783,5778.1304,0.55083478,0.42388043,
1590.8478,14.703261,0.17395435,3705,0.70234783,0.043945652,
2778.4565,10.086652,0.14126739,1084.8261,0.45466087,0.34546739,
1887.4565,9.3165652,0.075619565,1577.8696,0.62958261,0.12466304,
1711.3696,12.783522,0.07308913,5987.6087,0.45073043,0.43470652,
1063.5,11.97587,0.15001957,4549.6957,0.47483478,0.13403261,
2532.8478,2.2456957,0.097728261,1091.6087,0.55987826,0.25970652,
1890.587,1.2580435,0.23579348,5595.7826,0.073443478,0.071945652,
2840.5435,2.115,0.22122391,1020.913,0.24613913,0.088967391,
2925.4565,8.361,0.082936957,1926.6522,0.67587826,0.017141304,
1864.8913,17.919,0.11780217,197.08696,0.13556522,0.37059783,
2251.5,0.47543478,0.21562826,5321.8696,0.34387826,0.27546739,
576.19565,7.3772609,0.14383696,4250.7391,0.31848696,0.33383696,
2789.5435,17.329696,0.15634565,838.82609,0.28481739,0.070423913,
1013.1522,14.357348,0.14871522,5566.3043,0.09813913,0.33927174,
484.76087,6.7198696,0.16725,4403.8696,0.2369913,0.36483696,
583.5,3.3053478,0.14597609,1434.3913,0.158,0.29822826,
2026.5,6.6259565,0.10580217,4779.5217,0.56666087,0.15109783,
137.02174,4.1771739,0.16421087,695.86957,0.30471304,0.25770652,
1483.6304,13.304739,0.20250652,2666.2174,0.39031304,0.026163043,
1755.8478,14.894217,0.18150652,3485.3478,0.47114783,0.47542391,
939.32609,10.131261,0.082336957,1961.6087,0.6982087,0.46794565,
2337.9783,1.2924783,0.033593478,3218.4783,0.39709565,0.38646739,
1409.9348,17.926826,0.26527174,4273.9565,0.13970435,0.48822826,
1274.1522,14.441087,0.18885,1552.3043,0.62648696,0.056054348,
612.32609,16.447696,0.19695,5810.4783,0.32492174,0.18551087,
937.5,17.01587,0.27446739,3530.7391,0.4828,0.056771739,
65.413043,0.52786957,0.04548913,2343.7826,0.51702609,0.1566413,
2838.587,8.0276087,0.19136739,3978.913,0.76026087,0.12296739,
2639.0217,2.1838696,0.29606739,2207.3478,0.33006957,0.057880435,
1188.4565,13.251522,0.28413261,612.3913,0.64794783,0.20948913,
1561.8913,16.39213,0.04061087,1657.4348,0.5444,0.19651087,
364.1087,15.049174,0.21181957,4185.7826,0.33153043,0.37029348,
2307.1957,6.3011739,0.025376087,3872.7391,0.35813913,0.087815217,
907.63043,11.558739,0.23263696,4503.2609,0.26648696,0.066663043,
1820.6739,11.281696,0.14523261,5828.4783,0.63765217,0.20542391,
1992.1957,16.569783,0.17169783,4608.3913,0.55932174,0.35346739,
761.02174,6.0734348,0.16196739,1818.1304,0.38913043,0.44681522,
1485.0652,12.277174,0.25015435,2040.3913,0.6812,0.061967391,
2706.8478,15.870913,0.11314565,5592.913,0.72645217,0.30768478,
1543.3696,6.5993478,0.22770652,2831.6087,0.23034783,0.23718478,
2056.5,15.412304,0.070023913,1088.7391,0.061965217,0.27440217,
2885.6739,2.2574348,0.13508478,4503,0.59681739,0.10740217,
2211.4565,7.5079565,0.22881522,1800.6522,0.000713043,0.12866304,
434.80435,16.179261,0.14867609,1199.3478,0.76526957,0.22368478,
1893.4565,3.7647391,0.12998478,346.82609,0.3588,0.29677174,
2710.6304,15.517957,0.23638043,5874.1304,0.626,0.19827174,
1959.3261,3.2302174,0.055780435,5315.8696,0.49288696,0.10059783,
2218.6304,9.5943913,0.21025435,5135.087,0.73382609,0.37466304,
2433.587,7.5963913,0.19461522,1591.9565,0.60398261,0.2493587,
1506.3261,2.2903043,0.18075,3022.5652,0.28864348,0.16307609,
2771.5435,0.55917391,0.19260652,2344.5652,0.43963478,0.26192391,
1937.1522,8.2248261,0.19021957,1077.7826,0.048817391,0.24979348,
2707.3696,13.451087,0.24187174,3445.1739,0.69302609,0.34303261,
2202.9783,10.383261,0.18686739,3984.913,0.08133913,0.44670652,
776.93478,8.843087,0.16932391,4632.3913,0.45678261,0.40227174,
2758.5,2.9140435,0.20211522,4670.4783,0.24753043,0.011880435,
1988.5435,4.3399565,0.24261522,294.3913,0.23243478,0.11294565,
1569.1957,2.723087,0.005563044,4087.6957,0.54245217,0.092902174,
1692.0652,8.4275217,0.17857174,4240.0435,0.34408696,0.30159783,
1376.2826,16.127609,0.2132413,2811.5217,0.13267826,0.43759783,
524.28261,14.204739,0.19795435,5826.913,0.40332174,0.016684783,
903.06522,16.463348,0.28479783,5326.0435,0.72982609,0.092097826,
1226.1522,4.5543913,0.001506522,1230.3913,0.61706087,0.1736413,
1110.9783,11.633087,0.1764587,4999.6957,0.76248696,0.27718478,
2809.1087,7.8280435,0.06855,2861.8696,0.43893913,0.1023587,
2866.2391,8.8047391,0.040923913,4666.3043,0.32593043,0.29453261,
841.1087,0.20934783,0.057476087,507.78261,0.16648696,0.35711957,
810.06522,17.32813,0.017823913,2305.9565,0.71664348,0.49548913,
2667.3261,5.2023913,0.12175435,4296.3913,0.13855652,0.44411957,
567.58696,4.0175217,0.27772826,225,0.010973913,0.31866304,
1566.9783,8.811,0.22976739,3036.913,0.60234783,0.37027174,
1180.1087,12.057261,0.021084783,5968.8261,0.33984348,0.021923913,
2421.4565,7.8178696,0.005302174,1069.9565,0.26293913,0.24544565,
2093.9348,13.245261,0.084097826,583.69565,0.42617391,0.39266304,
974.54348,12.313957,0.03405,2133.7826,0.78113043,0.35677174,
1871.6739,6.7159565,0.023419565,2949.5217,0.50102609,0.16294565,
1042.5,10.66813,0.1659587,4433.3478,0.79003478,0.32555435,
1279.3696,0.36195652,0.003254348,1055.8696,0.78506087,0.49955435,
1707.1957,8.4439565,0.17150217,2142.913,0.12784348,0.11459783,
2765.1522,3.7631739,0.2120413,761.34783,0.21236522,0.33272826,
2341.1087,9.1600435,0.017406522,3744.6522,0.56742609,0.33881522,
347.93478,7.1463913,0.1712413,1570.3043,0.64346087,0.22348913,
1528.2391,13.977,0.013728261,1481.8696,0.73702609,0.43516304,
1746.9783,16.472739,0.072084783,4058.2174,0.78335652,0.34466304,
2134.5,7.0837826,0.28230652,2550.6522,0.3249913,0.37866304,
1880.413,3.6105652,0.28970217,72.391304,0.6961913,0.3703587,
564.71739,13.375174,0.14058913,5940.1304,0.10092174,0.39216304,
2093.1522,13.203,0.22306304,5263.9565,0.66453913,0.10127174,
690.84783,13.046478,0.11025,3694.5652,0.51806957,0.17479348,
447.97826,11.109522,0.21480652,1740.3913,0.49250435,0.25625,
1533.1957,17.720217,0.068745652,480.91304,0.20662609,0.23601087,
1677.7174,13.05587,0.24343696,541.17391,0.33890435,0.051076087,
1595.5435,10.707261,0.21664565,2411.8696,0.54805217,0.13811957,
854.28261,4.9488261,0.12279783,1957.6957,0.1481913,0.48572826,
2195.8043,17.260826,0.1776587,5520.3913,0.73062609,0.36357609,
2029.7609,12.351522,0.03525,5030.2174,0.33706087,0.23025,
2508.3261,7.7427391,0.17941957,2913.5217,0.41768696,0.21644565,
687.97826,1.2956087,0.14691522,5987.087,0.58714783,0.20501087,
1742.8043,14.962304,0.022623913,2187.5217,0.61166957,0.13153261,
2363.2826,17.160652,0.004063044,871.43478,0.67438261,0.12257609,
2183.6739,17.77813,0.01815,2379.7826,0.20693913,0.14707609,
1087.6304,14.495087,0.026876087,5096.7391,0.62509565,0.14655435,
1259.2826,10.533522,0.20707174,5188.5652,0.4388,0.055445652,
1183.1087,13.257,0.046167391,4266.3913,0.18954783,0.31703261,
2092.7609,6.543,0.12938478,17.869565,0.45643478,0.49544565,
997.8913,6.1141304,0.092315217,4349.8696,0.0604,0.27253261,
2130.0652,8.634913,0.23203696,4478.2174,0.21288696,0.26125,
2741.0217,7.6151739,0.086354348,3334.8261,0.43876522,0.4813587,
475.1087,12.725609,0.22161522,1634.4783,0.69838261,0.22198913,
422.15217,15.797348,0.26182826,687.26087,0.5812,0.41631522,
959.28261,0.79630435,0.21235435,5221.9565,0.63507826,0.48155435,
2823.4565,14.553783,0.27843261,3070.0435,0.78293913,0.40205435,
1558.6304,3.3327391,0.20918478,5508.913,0.6398087,0.08475,
2421.9783,10.849696,0.020654348,60.913043,0.79598261,0.33109783,
2179.6304,8.4533478,0.013336957,1468.8261,0.53747826,0.36253261,
1242.7174,7.3655217,0.14820652,4876.8261,0.77633043,0.16916304,
1540.8913,16.625348,0.16520217,456.13043,0.35754783,0.018706522,
2961.3261,15.883435,0.15922826,545.86957,0.72405217,0.31659783,
2123.1522,11.944565,0.23866304,5638.5652,0.052678261,0.47520652,
564.06522,14.998304,0.28740652,166.04348,0.032678261,0.34051087,
2553.1957,2.759087,0.038328261,1528.5652,0.29208696,0.041880435,
