# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
8

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,main_wing,0,XEBVTHZOWR,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.850000000000000089e+00, 0.000000000000000000e+00, 1.076999999999999957e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,11,33
# x,y,z,u,w
3.122756489781073341e+00, 0.000000000000000000e+00, 1.191679429561187886e+00, 1.000000000000000000e+00, 2.413466350417201589e+00
3.250091520346631402e+00, 0.000000000000000000e+00, 1.208435980773431728e+00, 1.000000000000000000e+00, 2.584161237591246607e+00
3.399992657350351166e+00, 0.000000000000000000e+00, 1.216303592054582161e+00, 1.000000000000000000e+00, 2.783663390284290440e+00
3.562563500847621079e+00, 0.000000000000000000e+00, 1.208778594317702959e+00, 1.000000000000000000e+00, 3.000000000000000000e+00
3.724142539860301859e+00, 0.000000000000000000e+00, 1.189026256902195877e+00, 1.000000000000000000e+00, 3.216336609715709116e+00
3.872115665023655229e+00, 0.000000000000000000e+00, 1.163695348494506510e+00, 1.000000000000000000e+00, 3.415838762408752949e+00
3.998099018047506892e+00, 0.000000000000000000e+00, 1.138638852166819593e+00, 1.000000000000000000e+00, 3.586533649582798411e+00
4.098969244403392942e+00, 0.000000000000000000e+00, 1.117588971938961340e+00, 1.000000000000000000e+00, 3.723464124463156111e+00
4.175803857227059268e+00, 0.000000000000000000e+00, 1.101654643906865072e+00, 1.000000000000000000e+00, 3.827739635619072267e+00
4.232094605578002877e+00, 0.000000000000000000e+00, 1.090317818919780191e+00, 1.000000000000000000e+00, 3.904044169930655173e+00
4.272126650916959534e+00, 0.000000000000000000e+00, 1.082419318686250076e+00, 1.000000000000000000e+00, 3.958266880232111262e+00
4.299999999999999822e+00, 0.000000000000000000e+00, 1.076999999999999957e+00, 1.000000000000000000e+00, 4.000000000000000000e+00
4.299999999999999822e+00, 6.041999999999999593e-01, 1.087546350229628978e+00, 1.199999999999999956e+00, 0.000000000000000000e+00
4.272191614805851856e+00, 6.041999999999999593e-01, 1.089974708965564254e+00, 1.199999999999999956e+00, 4.173311976788848798e-02
4.232215371076573085e+00, 6.041999999999999593e-01, 1.091656987681555169e+00, 1.199999999999999956e+00, 9.595583006934514658e-02
4.175909997569200449e+00, 6.042000000000000703e-01, 1.090117971191701063e+00, 1.199999999999999956e+00, 1.722603643809274832e-01
4.099113825156063484e+00, 6.041999999999999593e-01, 1.084481252034524834e+00, 1.199999999999999956e+00, 2.765358755368439447e-01
3.998592957903694511e+00, 6.041999999999999593e-01, 1.073649045207791364e+00, 1.199999999999999956e+00, 4.134663504172014781e-01
3.873595949568019670e+00, 6.041999999999999593e-01, 1.057512429126088449e+00, 1.199999999999999956e+00, 5.841612375912467181e-01
3.727558067544364473e+00, 6.041999999999999593e-01, 1.038236308365154681e+00, 1.199999999999999956e+00, 7.836633902842906618e-01
3.568843835706744905e+00, 6.041999999999999593e-01, 1.020251472530715908e+00, 1.199999999999999956e+00, 1.000000000000000000e+00
3.409489388589378223e+00, 6.041999999999999593e-01, 1.009637534352441524e+00, 1.199999999999999956e+00, 1.216336609715709338e+00
3.262195664298947140e+00, 6.041999999999999593e-01, 1.010435834270257738e+00, 1.199999999999999956e+00, 1.415838762408753171e+00
3.136360869077304159e+00, 6.041999999999999593e-01, 1.017419839533806991e+00, 1.199999999999999956e+00, 1.586533649582798411e+00
3.035770099848448478e+00, 6.041999999999999593e-01, 1.027586226178875517e+00, 1.199999999999999956e+00, 1.723464124463156111e+00
2.959687892429125000e+00, 6.041999999999999593e-01, 1.039334430084446259e+00, 1.199999999999999956e+00, 1.827739635619072489e+00
2.904769493111621692e+00, 6.041999999999998483e-01, 1.051956928661342827e+00, 1.199999999999999956e+00, 1.904044169930654951e+00
2.867571742302359894e+00, 6.041999999999998483e-01, 1.066546402731983090e+00, 1.199999999999999956e+00, 1.958266880232111484e+00
2.850000000000000089e+00, 6.041999999999999593e-01, 1.087546350229628978e+00, 1.199999999999999956e+00, 2.000000000000000000e+00
2.860276743884786921e+00, 6.041999999999999593e-01, 1.113232801382407988e+00, 1.199999999999999956e+00, 2.041733119767888294e+00
2.893926198708349773e+00, 6.041999999999999593e-01, 1.136091070992258922e+00, 1.199999999999999956e+00, 2.095955830069344827e+00
2.946767753945342960e+00, 6.041999999999999593e-01, 1.158582096387123617e+00, 1.199999999999999956e+00, 2.172260364380927289e+00
3.021898461155434479e+00, 6.041999999999999593e-01, 1.181148059583104981e+00, 1.199999999999999956e+00, 2.276535875536843889e+00
3.122756489781073341e+00, 6.041999999999999593e-01, 1.202225779790816906e+00, 1.199999999999999956e+00, 2.413466350417201589e+00
3.250091520346631846e+00, 6.041999999999999593e-01, 1.218982331003060748e+00, 1.199999999999999956e+00, 2.584161237591246607e+00
3.399992657350351166e+00, 6.041999999999999593e-01, 1.226849942284211181e+00, 1.199999999999999956e+00, 2.783663390284290440e+00
3.562563500847621079e+00, 6.041999999999999593e-01, 1.219324944547331979e+00, 1.199999999999999956e+00, 3.000000000000000000e+00
3.724142539860301859e+00, 6.041999999999999593e-01, 1.199572607131824897e+00, 1.199999999999999956e+00, 3.216336609715709116e+00
3.872115665023655229e+00, 6.041999999999998483e-01, 1.174241698724135530e+00, 1.199999999999999956e+00, 3.415838762408752949e+00
3.998099018047507336e+00, 6.041999999999999593e-01, 1.149185202396448613e+00, 1.199999999999999956e+00, 3.586533649582798411e+00
4.098969244403392942e+00, 6.042000000000000703e-01, 1.128135322168590582e+00, 1.199999999999999956e+00, 3.723464124463156111e+00
4.175803857227059268e+00, 6.041999999999999593e-01, 1.112200994136494092e+00, 1.199999999999999956e+00, 3.827739635619072267e+00
4.232094605578002877e+00, 6.041999999999999593e-01, 1.100864169149409211e+00, 1.199999999999999956e+00, 3.904044169930655173e+00
4.272126650916959534e+00, 6.042000000000000703e-01, 1.092965668915879096e+00, 1.199999999999999956e+00, 3.958266880232111262e+00
4.299999999999999822e+00, 6.041999999999999593e-01, 1.087546350229628978e+00, 1.199999999999999956e+00, 4.000000000000000000e+00
4.299999999999999822e+00, 1.208399999999999919e+00, 1.098092700459257998e+00, 1.399999999999999911e+00, 0.000000000000000000e+00
4.272191614805851856e+00, 1.208399999999999919e+00, 1.100521059195193496e+00, 1.399999999999999911e+00, 4.173311976788848798e-02
4.232215371076573085e+00, 1.208399999999999919e+00, 1.102203337911184411e+00, 1.399999999999999911e+00, 9.595583006934514658e-02
4.175909997569200449e+00, 1.208400000000000141e+00, 1.100664321421330083e+00, 1.399999999999999911e+00, 1.722603643809274832e-01
4.099113825156063484e+00, 1.208399999999999919e+00, 1.095027602264154076e+00, 1.399999999999999911e+00, 2.765358755368439447e-01
3.998592957903694955e+00, 1.208399999999999919e+00, 1.084195395437420384e+00, 1.399999999999999911e+00, 4.134663504172014781e-01
3.873595949568019670e+00, 1.208399999999999919e+00, 1.068058779355717469e+00, 1.399999999999999911e+00, 5.841612375912467181e-01
3.727558067544364917e+00, 1.208399999999999919e+00, 1.048782658594783701e+00, 1.399999999999999911e+00, 7.836633902842906618e-01
3.568843835706744905e+00, 1.208399999999999919e+00, 1.030797822760344928e+00, 1.399999999999999911e+00, 1.000000000000000000e+00
3.409489388589378223e+00, 1.208399999999999919e+00, 1.020183884582070544e+00, 1.399999999999999911e+00, 1.216336609715709338e+00
3.262195664298947140e+00, 1.208399999999999919e+00, 1.020982184499886758e+00, 1.399999999999999911e+00, 1.415838762408753171e+00
3.136360869077304159e+00, 1.208399999999999919e+00, 1.027966189763436011e+00, 1.399999999999999911e+00, 1.586533649582798411e+00
3.035770099848448478e+00, 1.208399999999999919e+00, 1.038132576408504537e+00, 1.399999999999999911e+00, 1.723464124463156111e+00
2.959687892429125000e+00, 1.208399999999999919e+00, 1.049880780314075279e+00, 1.399999999999999911e+00, 1.827739635619072489e+00
2.904769493111621692e+00, 1.208399999999999697e+00, 1.062503278890972069e+00, 1.399999999999999911e+00, 1.904044169930654951e+00
2.867571742302359894e+00, 1.208399999999999697e+00, 1.077092752961612110e+00, 1.399999999999999911e+00, 1.958266880232111484e+00
2.850000000000000089e+00, 1.208399999999999919e+00, 1.098092700459257998e+00, 1.399999999999999911e+00, 2.000000000000000000e+00
2.860276743884786921e+00, 1.208399999999999919e+00, 1.123779151612037008e+00, 1.399999999999999911e+00, 2.041733119767888294e+00
2.893926198708349773e+00, 1.208399999999999919e+00, 1.146637421221888165e+00, 1.399999999999999911e+00, 2.095955830069344827e+00
2.946767753945342960e+00, 1.208399999999999919e+00, 1.169128446616752637e+00, 1.399999999999999911e+00, 2.172260364380927289e+00
3.021898461155434479e+00, 1.208399999999999919e+00, 1.191694409812734223e+00, 1.399999999999999911e+00, 2.276535875536843889e+00
3.122756489781073341e+00, 1.208399999999999919e+00, 1.212772130020445926e+00, 1.399999999999999911e+00, 2.413466350417201589e+00
3.250091520346631402e+00, 1.208399999999999919e+00, 1.229528681232689769e+00, 1.399999999999999911e+00, 2.584161237591246607e+00
3.399992657350351166e+00, 1.208399999999999919e+00, 1.237396292513840201e+00, 1.399999999999999911e+00, 2.783663390284290440e+00
3.562563500847621079e+00, 1.208399999999999919e+00, 1.229871294776961221e+00, 1.399999999999999911e+00, 3.000000000000000000e+00
3.724142539860301859e+00, 1.208399999999999919e+00, 1.210118957361453917e+00, 1.399999999999999911e+00, 3.216336609715709116e+00
3.872115665023655229e+00, 1.208399999999999697e+00, 1.184788048953764772e+00, 1.399999999999999911e+00, 3.415838762408752949e+00
3.998099018047506892e+00, 1.208399999999999919e+00, 1.159731552626077633e+00, 1.399999999999999911e+00, 3.586533649582798411e+00
4.098969244403392942e+00, 1.208400000000000141e+00, 1.138681672398219602e+00, 1.399999999999999911e+00, 3.723464124463156111e+00
4.175803857227059268e+00, 1.208399999999999919e+00, 1.122747344366123112e+00, 1.399999999999999911e+00, 3.827739635619072267e+00
4.232094605578002877e+00, 1.208399999999999919e+00, 1.111410519379038453e+00, 1.399999999999999911e+00, 3.904044169930655173e+00
4.272126650916959534e+00, 1.208400000000000141e+00, 1.103512019145508116e+00, 1.399999999999999911e+00, 3.958266880232111262e+00
4.299999999999999822e+00, 1.208399999999999919e+00, 1.098092700459257998e+00, 1.399999999999999911e+00, 4.000000000000000000e+00
4.299999999999999822e+00, 1.812600000000000433e+00, 1.108639050688887240e+00, 1.600000000000000089e+00, 0.000000000000000000e+00
4.272191614805851856e+00, 1.812600000000000433e+00, 1.111067409424822516e+00, 1.600000000000000089e+00, 4.173311976788848798e-02
4.232215371076573085e+00, 1.812600000000000433e+00, 1.112749688140813431e+00, 1.600000000000000089e+00, 9.595583006934514658e-02
4.175909997569200449e+00, 1.812600000000000655e+00, 1.111210671650959103e+00, 1.600000000000000089e+00, 1.722603643809274832e-01
4.099113825156063484e+00, 1.812600000000000433e+00, 1.105573952493783096e+00, 1.600000000000000089e+00, 2.765358755368439447e-01
3.998592957903694955e+00, 1.812600000000000433e+00, 1.094741745667049404e+00, 1.600000000000000089e+00, 4.134663504172014781e-01
3.873595949568019670e+00, 1.812600000000000433e+00, 1.078605129585346489e+00, 1.600000000000000089e+00, 5.841612375912467181e-01
3.727558067544364917e+00, 1.812600000000000433e+00, 1.059329008824412943e+00, 1.600000000000000089e+00, 7.836633902842906618e-01
3.568843835706744905e+00, 1.812600000000000433e+00, 1.041344172989973949e+00, 1.600000000000000089e+00, 1.000000000000000000e+00
3.409489388589378223e+00, 1.812600000000000433e+00, 1.030730234811699564e+00, 1.600000000000000089e+00, 1.216336609715709338e+00
3.262195664298947140e+00, 1.812600000000000433e+00, 1.031528534729516000e+00, 1.600000000000000089e+00, 1.415838762408753171e+00
3.136360869077304159e+00, 1.812600000000000433e+00, 1.038512539993065253e+00, 1.600000000000000089e+00, 1.586533649582798411e+00
3.035770099848448478e+00, 1.812600000000000433e+00, 1.048678926638133557e+00, 1.600000000000000089e+00, 1.723464124463156111e+00
2.959687892429125000e+00, 1.812600000000000433e+00, 1.060427130543704521e+00, 1.600000000000000089e+00, 1.827739635619072489e+00
2.904769493111621692e+00, 1.812600000000000211e+00, 1.073049629120601089e+00, 1.600000000000000089e+00, 1.904044169930654951e+00
2.867571742302359894e+00, 1.812600000000000211e+00, 1.087639103191241130e+00, 1.600000000000000089e+00, 1.958266880232111484e+00
2.850000000000000089e+00, 1.812600000000000433e+00, 1.108639050688887240e+00, 1.600000000000000089e+00, 2.000000000000000000e+00
2.860276743884786921e+00, 1.812600000000000433e+00, 1.134325501841666028e+00, 1.600000000000000089e+00, 2.041733119767888294e+00
2.893926198708349773e+00, 1.812600000000000433e+00, 1.157183771451517185e+00, 1.600000000000000089e+00, 2.095955830069344827e+00
2.946767753945342960e+00, 1.812600000000000433e+00, 1.179674796846381657e+00, 1.600000000000000089e+00, 2.172260364380927289e+00
3.021898461155434479e+00, 1.812600000000000433e+00, 1.202240760042363243e+00, 1.600000000000000089e+00, 2.276535875536843889e+00
3.122756489781073341e+00, 1.812600000000000433e+00, 1.223318480250075169e+00, 1.600000000000000089e+00, 2.413466350417201589e+00
3.250091520346631402e+00, 1.812600000000000433e+00, 1.240075031462319011e+00, 1.600000000000000089e+00, 2.584161237591246607e+00
3.399992657350351166e+00, 1.812600000000000433e+00, 1.247942642743469222e+00, 1.600000000000000089e+00, 2.783663390284290440e+00
3.562563500847621079e+00, 1.812600000000000433e+00, 1.240417645006590242e+00, 1.600000000000000089e+00, 3.000000000000000000e+00
3.724142539860301859e+00, 1.812600000000000433e+00, 1.220665307591082938e+00, 1.600000000000000089e+00, 3.216336609715709116e+00
3.872115665023655229e+00, 1.812600000000000211e+00, 1.195334399183393792e+00, 1.600000000000000089e+00, 3.415838762408752949e+00
3.998099018047506892e+00, 1.812600000000000433e+00, 1.170277902855706875e+00, 1.600000000000000089e+00, 3.586533649582798411e+00
4.098969244403392942e+00, 1.812600000000000655e+00, 1.149228022627848622e+00, 1.600000000000000089e+00, 3.723464124463156111e+00
4.175803857227059268e+00, 1.812600000000000433e+00, 1.133293694595752132e+00, 1.600000000000000089e+00, 3.827739635619072267e+00
4.232094605578002877e+00, 1.812600000000000433e+00, 1.121956869608667473e+00, 1.600000000000000089e+00, 3.904044169930655173e+00
4.272126650916959534e+00, 1.812600000000000655e+00, 1.114058369375137136e+00, 1.600000000000000089e+00, 3.958266880232111262e+00
4.299999999999999822e+00, 1.812600000000000433e+00, 1.108639050688887240e+00, 1.600000000000000089e+00, 4.000000000000000000e+00
4.299999999999999822e+00, 2.416800000000000281e+00, 1.119185400918516260e+00, 1.800000000000000044e+00, 0.000000000000000000e+00
4.272191614805851856e+00, 2.416800000000000281e+00, 1.121613759654451759e+00, 1.800000000000000044e+00, 4.173311976788848798e-02
4.232215371076573085e+00, 2.416800000000000281e+00, 1.123296038370442673e+00, 1.800000000000000044e+00, 9.595583006934514658e-02
4.175909997569200449e+00, 2.416800000000000725e+00, 1.121757021880588123e+00, 1.800000000000000044e+00, 1.722603643809274832e-01
4.099113825156063484e+00, 2.416800000000000281e+00, 1.116120302723412117e+00, 1.800000000000000044e+00, 2.765358755368439447e-01
3.998592957903694511e+00, 2.416800000000000281e+00, 1.105288095896678646e+00, 1.800000000000000044e+00, 4.134663504172014781e-01
3.873595949568019670e+00, 2.416800000000000281e+00, 1.089151479814975509e+00, 1.800000000000000044e+00, 5.841612375912467181e-01
3.727558067544364473e+00, 2.416800000000000281e+00, 1.069875359054041963e+00, 1.800000000000000044e+00, 7.836633902842906618e-01
3.568843835706744905e+00, 2.416800000000000281e+00, 1.051890523219603191e+00, 1.800000000000000044e+00, 1.000000000000000000e+00
3.409489388589378223e+00, 2.416800000000000281e+00, 1.041276585041328806e+00, 1.800000000000000044e+00, 1.216336609715709338e+00
3.262195664298947140e+00, 2.416800000000000281e+00, 1.042074884959145020e+00, 1.800000000000000044e+00, 1.415838762408753171e+00
3.136360869077304159e+00, 2.416800000000000281e+00, 1.049058890222694274e+00, 1.800000000000000044e+00, 1.586533649582798411e+00
3.035770099848448478e+00, 2.416800000000000281e+00, 1.059225276867762577e+00, 1.800000000000000044e+00, 1.723464124463156111e+00
2.959687892429125000e+00, 2.416800000000000281e+00, 1.070973480773333542e+00, 1.800000000000000044e+00, 1.827739635619072489e+00
2.904769493111621692e+00, 2.416800000000000281e+00, 1.083595979350230110e+00, 1.800000000000000044e+00, 1.904044169930654951e+00
2.867571742302359894e+00, 2.416800000000000281e+00, 1.098185453420870150e+00, 1.800000000000000044e+00, 1.958266880232111484e+00
2.850000000000000089e+00, 2.416800000000000281e+00, 1.119185400918516260e+00, 1.800000000000000044e+00, 2.000000000000000000e+00
2.860276743884786921e+00, 2.416800000000000281e+00, 1.144871852071295271e+00, 1.800000000000000044e+00, 2.041733119767888294e+00
2.893926198708349773e+00, 2.416800000000000281e+00, 1.167730121681146205e+00, 1.800000000000000044e+00, 2.095955830069344827e+00
2.946767753945342960e+00, 2.416800000000000281e+00, 1.190221147076010677e+00, 1.800000000000000044e+00, 2.172260364380927289e+00
3.021898461155434479e+00, 2.416800000000000281e+00, 1.212787110271992486e+00, 1.800000000000000044e+00, 2.276535875536843889e+00
3.122756489781073341e+00, 2.416800000000000281e+00, 1.233864830479704189e+00, 1.800000000000000044e+00, 2.413466350417201589e+00
3.250091520346631846e+00, 2.416800000000000281e+00, 1.250621381691948031e+00, 1.800000000000000044e+00, 2.584161237591246607e+00
3.399992657350351166e+00, 2.416800000000000281e+00, 1.258488992973098242e+00, 1.800000000000000044e+00, 2.783663390284290440e+00
3.562563500847621079e+00, 2.416800000000000281e+00, 1.250963995236219262e+00, 1.800000000000000044e+00, 3.000000000000000000e+00
3.724142539860301859e+00, 2.416800000000000281e+00, 1.231211657820711958e+00, 1.800000000000000044e+00, 3.216336609715709116e+00
3.872115665023655229e+00, 2.416800000000000281e+00, 1.205880749413022812e+00, 1.800000000000000044e+00, 3.415838762408752949e+00
3.998099018047507336e+00, 2.416800000000000281e+00, 1.180824253085335895e+00, 1.800000000000000044e+00, 3.586533649582798411e+00
4.098969244403392942e+00, 2.416800000000000725e+00, 1.159774372857477864e+00, 1.800000000000000044e+00, 3.723464124463156111e+00
4.175803857227059268e+00, 2.416800000000000281e+00, 1.143840044825381153e+00, 1.800000000000000044e+00, 3.827739635619072267e+00
4.232094605578002877e+00, 2.416800000000000281e+00, 1.132503219838296715e+00, 1.800000000000000044e+00, 3.904044169930655173e+00
4.272126650916959534e+00, 2.416800000000000725e+00, 1.124604719604766156e+00, 1.800000000000000044e+00, 3.958266880232111262e+00
4.299999999999999822e+00, 2.416800000000000281e+00, 1.119185400918516260e+00, 1.800000000000000044e+00, 4.000000000000000000e+00
4.299999999999999822e+00, 3.021000000000000352e+00, 1.129731751148145280e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
4.272191614805851856e+00, 3.021000000000000352e+00, 1.132160109884080779e+00, 2.000000000000000000e+00, 4.173311976788848798e-02
4.232215371076573085e+00, 3.021000000000000352e+00, 1.133842388600071693e+00, 2.000000000000000000e+00, 9.595583006934514658e-02
4.175909997569200449e+00, 3.021000000000000796e+00, 1.132303372110217143e+00, 2.000000000000000000e+00, 1.722603643809274832e-01
4.099113825156063484e+00, 3.021000000000000352e+00, 1.126666652953041137e+00, 2.000000000000000000e+00, 2.765358755368439447e-01
3.998592957903694955e+00, 3.021000000000000352e+00, 1.115834446126307666e+00, 2.000000000000000000e+00, 4.134663504172014781e-01
3.873595949568019670e+00, 3.021000000000000352e+00, 1.099697830044604530e+00, 2.000000000000000000e+00, 5.841612375912467181e-01
3.727558067544364473e+00, 3.021000000000000352e+00, 1.080421709283670983e+00, 2.000000000000000000e+00, 7.836633902842906618e-01
3.568843835706744905e+00, 3.021000000000000352e+00, 1.062436873449232211e+00, 2.000000000000000000e+00, 1.000000000000000000e+00
3.409489388589378223e+00, 3.021000000000000352e+00, 1.051822935270957826e+00, 2.000000000000000000e+00, 1.216336609715709338e+00
3.262195664298947140e+00, 3.021000000000000352e+00, 1.052621235188774040e+00, 2.000000000000000000e+00, 1.415838762408753171e+00
3.136360869077304159e+00, 3.021000000000000352e+00, 1.059605240452323294e+00, 2.000000000000000000e+00, 1.586533649582798411e+00
3.035770099848448478e+00, 3.021000000000000352e+00, 1.069771627097391598e+00, 2.000000000000000000e+00, 1.723464124463156111e+00
2.959687892429125000e+00, 3.021000000000000352e+00, 1.081519831002962562e+00, 2.000000000000000000e+00, 1.827739635619072489e+00
2.904769493111621692e+00, 3.020999999999999908e+00, 1.094142329579859130e+00, 2.000000000000000000e+00, 1.904044169930654951e+00
2.867571742302359894e+00, 3.020999999999999908e+00, 1.108731803650499170e+00, 2.000000000000000000e+00, 1.958266880232111484e+00
2.850000000000000089e+00, 3.021000000000000352e+00, 1.129731751148145280e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
2.860276743884786921e+00, 3.021000000000000352e+00, 1.155418202300924291e+00, 2.000000000000000000e+00, 2.041733119767888294e+00
2.893926198708349773e+00, 3.021000000000000352e+00, 1.178276471910775225e+00, 2.000000000000000000e+00, 2.095955830069344827e+00
2.946767753945342960e+00, 3.021000000000000352e+00, 1.200767497305639697e+00, 2.000000000000000000e+00, 2.172260364380927289e+00
3.021898461155434479e+00, 3.021000000000000352e+00, 1.223333460501621506e+00, 2.000000000000000000e+00, 2.276535875536843889e+00
3.122756489781073341e+00, 3.021000000000000352e+00, 1.244411180709333209e+00, 2.000000000000000000e+00, 2.413466350417201589e+00
3.250091520346631402e+00, 3.021000000000000352e+00, 1.261167731921577051e+00, 2.000000000000000000e+00, 2.584161237591246607e+00
3.399992657350351166e+00, 3.021000000000000352e+00, 1.269035343202727262e+00, 2.000000000000000000e+00, 2.783663390284290440e+00
3.562563500847621079e+00, 3.021000000000000352e+00, 1.261510345465848282e+00, 2.000000000000000000e+00, 3.000000000000000000e+00
3.724142539860301859e+00, 3.021000000000000352e+00, 1.241758008050340978e+00, 2.000000000000000000e+00, 3.216336609715709116e+00
3.872115665023655229e+00, 3.020999999999999908e+00, 1.216427099642651832e+00, 2.000000000000000000e+00, 3.415838762408752949e+00
3.998099018047506892e+00, 3.021000000000000352e+00, 1.191370603314964915e+00, 2.000000000000000000e+00, 3.586533649582798411e+00
4.098969244403392942e+00, 3.021000000000000796e+00, 1.170320723087106884e+00, 2.000000000000000000e+00, 3.723464124463156111e+00
4.175803857227059268e+00, 3.021000000000000352e+00, 1.154386395055010173e+00, 2.000000000000000000e+00, 3.827739635619072267e+00
4.232094605578002877e+00, 3.021000000000000352e+00, 1.143049570067925735e+00, 2.000000000000000000e+00, 3.904044169930655173e+00
4.272126650916959534e+00, 3.021000000000000796e+00, 1.135151069834395177e+00, 2.000000000000000000e+00, 3.958266880232111262e+00
4.299999999999999822e+00, 3.021000000000000352e+00, 1.129731751148145280e+00, 2.000000000000000000e+00, 4.000000000000000000e+00
4.217567499999999470e+00, 3.556800000000000850e+00, 1.139084174936684235e+00, 2.200000000000000178e+00, 0.000000000000000000e+00
4.191866990403568138e+00, 3.556800000000000850e+00, 1.141328464080435756e+00, 2.200000000000000178e+00, 4.173311976788848798e-02
4.154920945948968658e+00, 3.556800000000000850e+00, 1.142883226069754787e+00, 2.200000000000000178e+00, 9.595583006934514658e-02
4.102883519753454777e+00, 3.556800000000001294e+00, 1.141460867029830961e+00, 2.200000000000000178e+00, 1.722603643809274832e-01
4.031908497209234277e+00, 3.556800000000000850e+00, 1.136251411184769022e+00, 2.200000000000000178e+00, 2.765358755368439447e-01
3.939007111694594609e+00, 3.556800000000000850e+00, 1.126240285635502048e+00, 2.200000000000000178e+00, 4.134663504172014781e-01
3.823484876590764081e+00, 3.556800000000000850e+00, 1.111326825052791900e+00, 2.200000000000000178e+00, 5.841612375912467181e-01
